,model_name,init_time,readme_time,init_readme_diff
21724,Helsinki-NLP/opus-mt-es-uk,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 10:00:57
13218,Helsinki-NLP/opus-mt-af-sv,2020-04-29,Wed May 13 12:38:17 2020 +0000,14 days 11:42:21
22965,Helsinki-NLP/opus-mt-de-loz,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:07:28
13215,Helsinki-NLP/opus-mt-sk-es,2020-04-29,Wed May 13 12:39:26 2020 +0000,13 days 22:54:40
5582,Helsinki-NLP/opus-mt-fi-ro,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:39:56
9089,Helsinki-NLP/opus-mt-de-kg,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:08:23
24928,Helsinki-NLP/opus-mt-mg-es,2020-04-29,Wed May 13 12:39:19 2020 +0000,13 days 23:19:37
29861,Helsinki-NLP/opus-mt-el-sv,2020-04-29,Wed May 13 12:38:29 2020 +0000,14 days 10:58:29
501,Helsinki-NLP/opus-mt-es-pl,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:07:25
4617,Helsinki-NLP/opus-mt-ceb-es,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:29:17
23251,Helsinki-NLP/opus-mt-fi-ru,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 09:39:43
21916,Helsinki-NLP/opus-mt-sv-swc,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:25:08
18265,Helsinki-NLP/opus-mt-fr-el,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:24:20
24588,Helsinki-NLP/opus-mt-es-pon,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:06:59
3825,Helsinki-NLP/opus-mt-de-crs,2020-04-29,Wed May 13 12:38:24 2020 +0000,14 days 11:17:06
29411,Helsinki-NLP/opus-mt-he-fi,2020-04-29,Wed May 13 12:39:07 2020 +0000,13 days 23:55:43
4587,Helsinki-NLP/opus-mt-fi-tll,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:33:17
12269,Helsinki-NLP/opus-mt-sv-efi,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:43:18
29227,Helsinki-NLP/opus-mt-en-he,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:48:48
29811,Helsinki-NLP/opus-mt-fi-ny,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:41:06
11071,Helsinki-NLP/opus-mt-fr-sm,2020-04-29,Wed May 13 12:39:02 2020 +0000,14 days 00:10:29
10862,Helsinki-NLP/opus-mt-rw-sv,2020-04-29,Wed May 13 12:39:25 2020 +0000,13 days 22:56:25
22025,Helsinki-NLP/opus-mt-is-de,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:45:13
3886,Helsinki-NLP/opus-mt-fi-ts,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:31:35
755,Helsinki-NLP/opus-mt-id-fr,2020-04-29,Wed May 13 12:39:09 2020 +0000,13 days 23:48:53
13079,Helsinki-NLP/opus-mt-kg-sv,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:38:11
16331,Helsinki-NLP/opus-mt-en-da,2020-04-29,Wed May 13 12:38:30 2020 +0000,14 days 10:54:24
22844,Helsinki-NLP/opus-mt-fr-to,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:07:54
11070,Helsinki-NLP/opus-mt-ilo-fi,2020-04-29,Wed May 13 12:39:10 2020 +0000,13 days 23:45:48
5376,Helsinki-NLP/opus-mt-es-sg,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:05:43
4627,Helsinki-NLP/opus-mt-sn-fr,2020-04-29,Wed May 13 12:39:27 2020 +0000,13 days 22:51:22
8805,Helsinki-NLP/opus-mt-en-kwy,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:44:24
28636,Helsinki-NLP/opus-mt-en-luo,2020-04-29,Wed May 13 12:38:34 2020 +0000,14 days 10:41:35
21901,Helsinki-NLP/opus-mt-en-af,2020-04-29,Wed May 13 12:38:29 2020 +0000,14 days 10:58:14
17893,Helsinki-NLP/opus-mt-es-pis,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:07:43
16181,Helsinki-NLP/opus-mt-lun-en,2020-04-29,Wed May 13 12:39:17 2020 +0000,13 days 23:23:46
7660,Helsinki-NLP/opus-mt-eu-es,2020-04-29,Wed May 13 12:38:48 2020 +0000,14 days 09:56:12
8298,Helsinki-NLP/opus-mt-fr-tn,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:08:12
11343,Helsinki-NLP/opus-mt-fr-es,2020-04-29,Wed May 13 12:38:58 2020 +0000,14 days 00:23:29
8924,Helsinki-NLP/opus-mt-gil-sv,2020-04-29,Wed May 13 12:39:05 2020 +0000,13 days 23:59:24
23269,Helsinki-NLP/opus-mt-es-pag,2020-04-29,Wed May 13 12:38:44 2020 +0000,14 days 10:08:28
13145,Helsinki-NLP/opus-mt-fr-ru,2020-04-29,Wed May 13 12:39:02 2020 +0000,14 days 00:12:11
8926,Helsinki-NLP/opus-mt-ase-sv,2020-04-29,Wed May 13 12:38:17 2020 +0000,14 days 11:39:08
12232,Helsinki-NLP/opus-mt-es-es,2020-04-29,Wed May 13 12:38:41 2020 +0000,14 days 10:18:38
23620,Helsinki-NLP/opus-mt-fi-cs,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:53:24
8292,Helsinki-NLP/opus-mt-sm-fr,2020-04-29,Wed May 13 12:39:27 2020 +0000,13 days 22:52:14
21893,Helsinki-NLP/opus-mt-fr-ny,2020-04-29,Wed May 13 12:39:01 2020 +0000,14 days 00:14:24
24619,Helsinki-NLP/opus-mt-sv-lg,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:35:32
17237,Helsinki-NLP/opus-mt-kqn-fr,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:35:29
21895,Helsinki-NLP/opus-mt-de-lt,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:07:12
5445,Helsinki-NLP/opus-mt-fr-lus,2020-04-29,Wed May 13 12:39:00 2020 +0000,14 days 00:16:02
17227,Helsinki-NLP/opus-mt-fr-id,2020-04-29,Wed May 13 12:38:59 2020 +0000,14 days 00:19:45
8939,Helsinki-NLP/opus-mt-sv-eo,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:42:29
23236,Helsinki-NLP/opus-mt-fr-ceb,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:25:29
22923,Helsinki-NLP/opus-mt-pon-en,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:02:15
12224,Helsinki-NLP/opus-mt-mh-en,2020-04-29,Wed May 13 12:39:19 2020 +0000,13 days 23:19:23
29399,Helsinki-NLP/opus-mt-hr-sv,2020-04-29,Wed May 13 12:39:08 2020 +0000,13 days 23:52:50
4827,Helsinki-NLP/opus-mt-sv-id,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:37:45
1224,Helsinki-NLP/opus-mt-kwn-en,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:34:55
8322,Helsinki-NLP/opus-mt-sv-fj,2020-04-29,Wed May 13 12:39:32 2020 +0000,13 days 22:41:35
11068,Helsinki-NLP/opus-mt-ca-fr,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:29:49
7690,Helsinki-NLP/opus-mt-en-toi,2020-04-29,Wed May 13 12:38:38 2020 +0000,14 days 10:28:46
24479,Helsinki-NLP/opus-mt-fr-mt,2020-04-29,Wed May 13 12:39:01 2020 +0000,14 days 00:15:07
18188,Helsinki-NLP/opus-mt-en-pap,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:36:16
22002,Helsinki-NLP/opus-mt-fr-ht,2020-04-29,Wed May 13 12:38:59 2020 +0000,14 days 00:20:31
7692,Helsinki-NLP/opus-mt-run-en,2020-04-29,Wed May 13 12:39:25 2020 +0000,13 days 22:58:06
11336,Helsinki-NLP/opus-mt-ln-en,2020-04-29,Wed May 13 12:39:15 2020 +0000,13 days 23:32:15
18266,Helsinki-NLP/opus-mt-ee-es,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:02:03
5462,Helsinki-NLP/opus-mt-ee-sv,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:01:06
12675,Helsinki-NLP/opus-mt-hr-fr,2020-04-29,Wed May 13 12:39:08 2020 +0000,13 days 23:53:07
7493,Helsinki-NLP/opus-mt-kg-fr,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:38:26
21631,Helsinki-NLP/opus-mt-lua-es,2020-04-29,Wed May 13 12:39:16 2020 +0000,13 days 23:27:49
29316,Helsinki-NLP/opus-mt-es-tpi,2020-04-29,Wed May 13 12:38:46 2020 +0000,14 days 10:02:29
3534,Helsinki-NLP/opus-mt-loz-es,2020-04-29,Wed May 13 12:39:15 2020 +0000,13 days 23:30:31
3538,Helsinki-NLP/opus-mt-fi-tr,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:31:49
24975,Helsinki-NLP/opus-mt-fr-pon,2020-04-29,Wed May 13 12:39:01 2020 +0000,14 days 00:13:09
3551,Helsinki-NLP/opus-mt-es-da,2020-04-29,Wed May 13 12:38:41 2020 +0000,14 days 10:20:43
17395,Helsinki-NLP/opus-mt-sg-fr,2020-04-29,Wed May 13 12:39:26 2020 +0000,13 days 22:55:22
15881,Helsinki-NLP/opus-mt-it-sv,2020-04-29,Wed May 13 12:39:12 2020 +0000,13 days 23:41:40
23116,Helsinki-NLP/opus-mt-sv-kg,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:36:32
23120,Helsinki-NLP/opus-mt-ca-de,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:30:33
17405,Helsinki-NLP/opus-mt-de-ht,2020-04-29,Wed May 13 12:38:26 2020 +0000,14 days 11:10:22
8217,Helsinki-NLP/opus-mt-de-el,2020-04-29,Wed May 13 12:38:25 2020 +0000,14 days 11:15:09
15885,Helsinki-NLP/opus-mt-sv-af,2020-04-29,Wed May 13 12:39:30 2020 +0000,13 days 22:47:01
21992,Helsinki-NLP/opus-mt-bcl-fr,2020-04-29,Wed May 13 12:38:18 2020 +0000,14 days 11:37:46
4599,Helsinki-NLP/opus-mt-fi-to,2020-04-29,Wed May 13 12:38:55 2020 +0000,14 days 00:32:40
29422,Helsinki-NLP/opus-mt-fi-mh,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:43:06
21987,Helsinki-NLP/opus-mt-sv-kqn,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:36:17
28756,Helsinki-NLP/opus-mt-de-ilo,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:09:33
28758,Helsinki-NLP/opus-mt-ko-de,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:37:25
3925,Helsinki-NLP/opus-mt-en-ss,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:32:00
24334,Helsinki-NLP/opus-mt-fi-gil,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:49:59
28763,Helsinki-NLP/opus-mt-lg-es,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:33:45
12266,Helsinki-NLP/opus-mt-sg-fi,2020-04-29,Wed May 13 12:39:26 2020 +0000,13 days 22:55:41
17169,Helsinki-NLP/opus-mt-de-it,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:08:40
22013,Helsinki-NLP/opus-mt-fr-st,2020-04-29,Wed May 13 12:39:02 2020 +0000,14 days 00:09:34
16283,Helsinki-NLP/opus-mt-ca-es,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:30:05
4839,Helsinki-NLP/opus-mt-sv-nso,2020-04-29,Wed May 13 12:39:35 2020 +0000,13 days 22:30:46
24548,Helsinki-NLP/opus-mt-fr-mos,2020-04-29,Wed May 13 12:39:00 2020 +0000,14 days 00:15:22
16729,Helsinki-NLP/opus-mt-sv-niu,2020-04-29,Wed May 13 12:39:35 2020 +0000,13 days 22:31:28
12690,Helsinki-NLP/opus-mt-bem-fr,2020-04-29,Wed May 13 12:38:19 2020 +0000,14 days 11:36:07
29841,Helsinki-NLP/opus-mt-nso-es,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:10:33
17183,Helsinki-NLP/opus-mt-fi-yap,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:28:28
8108,Helsinki-NLP/opus-mt-ceb-sv,2020-04-29,Wed May 13 12:38:21 2020 +0000,14 days 11:28:26
1277,Helsinki-NLP/opus-mt-sv-bi,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:45:29
23284,Helsinki-NLP/opus-mt-es-pap,2020-04-29,Wed May 13 12:38:44 2020 +0000,14 days 10:08:08
28669,Helsinki-NLP/opus-mt-sg-es,2020-04-29,Wed May 13 12:39:26 2020 +0000,13 days 22:55:55
28679,Helsinki-NLP/opus-mt-eo-es,2020-04-29,Wed May 13 12:38:39 2020 +0000,14 days 10:25:21
7662,Helsinki-NLP/opus-mt-en-fj,2020-04-29,Wed May 13 12:38:31 2020 +0000,14 days 10:51:23
24515,Helsinki-NLP/opus-mt-es-mt,2020-04-29,Wed May 13 12:38:44 2020 +0000,14 days 10:10:11
12569,Helsinki-NLP/opus-mt-srn-en,2020-04-29,Wed May 13 12:39:28 2020 +0000,13 days 22:50:02
24504,Helsinki-NLP/opus-mt-is-fr,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:44:11
12572,Helsinki-NLP/opus-mt-bi-sv,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:32:29
22519,Helsinki-NLP/opus-mt-sv-pap,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:29:53
19794,Helsinki-NLP/opus-mt-chk-sv,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:27:04
17035,Helsinki-NLP/opus-mt-ln-de,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:32:45
17141,Helsinki-NLP/opus-mt-fi-ee,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:52:40
3969,Helsinki-NLP/opus-mt-en-sn,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:32:42
5333,Helsinki-NLP/opus-mt-fr-pag,2020-04-29,Wed May 13 12:39:01 2020 +0000,14 days 00:14:09
22107,Helsinki-NLP/opus-mt-ee-fi,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:01:48
17546,Helsinki-NLP/opus-mt-en-rnd,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:35:31
23345,Helsinki-NLP/opus-mt-en-ln,2020-04-29,Wed May 13 12:38:33 2020 +0000,14 days 10:43:46
12712,Helsinki-NLP/opus-mt-fr-af,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:27:20
18086,Helsinki-NLP/opus-mt-fi-mt,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:42:17
752,Helsinki-NLP/opus-mt-fr-sl,2020-04-29,Wed May 13 12:39:02 2020 +0000,14 days 00:10:47
23619,Helsinki-NLP/opus-mt-es-ht,2020-04-29,Wed May 13 12:38:43 2020 +0000,14 days 10:13:49
24268,Helsinki-NLP/opus-mt-ha-en,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:57:03
18071,Helsinki-NLP/opus-mt-cy-en,2020-04-29,Wed May 13 12:38:23 2020 +0000,14 days 11:21:42
28794,Helsinki-NLP/opus-mt-sv-rw,2020-04-29,Wed May 13 12:39:36 2020 +0000,13 days 22:28:02
8745,Helsinki-NLP/opus-mt-is-es,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:44:46
17568,Helsinki-NLP/opus-mt-de-iso,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:08:54
5308,Helsinki-NLP/opus-mt-sv-ee,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:43:31
29446,Helsinki-NLP/opus-mt-lg-fr,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:33:16
4556,Helsinki-NLP/opus-mt-fi-nso,2020-04-29,Wed May 13 12:38:53 2020 +0000,14 days 09:41:24
1208,Helsinki-NLP/opus-mt-en-ru,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:34:39
3981,Helsinki-NLP/opus-mt-es-rw,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:05:59
12298,Helsinki-NLP/opus-mt-nso-fi,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:10:18
18039,Helsinki-NLP/opus-mt-sn-es,2020-04-29,Wed May 13 12:39:27 2020 +0000,13 days 22:51:40
22176,Helsinki-NLP/opus-mt-ko-fi,2020-04-29,Wed May 13 12:39:14 2020 +0000,13 days 23:36:29
24296,Helsinki-NLP/opus-mt-bzs-fi,2020-04-29,Wed May 13 12:38:20 2020 +0000,14 days 11:31:21
5295,Helsinki-NLP/opus-mt-fi-el,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:52:09
23351,Helsinki-NLP/opus-mt-fr-ro,2020-04-29,Wed May 13 12:39:01 2020 +0000,14 days 00:12:32
8728,Helsinki-NLP/opus-mt-am-sv,2020-04-29,Wed May 13 12:38:17 2020 +0000,14 days 11:42:02
17121,Helsinki-NLP/opus-mt-sv-sm,2020-04-29,Wed May 13 12:39:37 2020 +0000,13 days 22:27:02
22195,Helsinki-NLP/opus-mt-es-srn,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:04:34
13027,Helsinki-NLP/opus-mt-pis-es,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:04:49
28819,Helsinki-NLP/opus-mt-crs-de,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:25:46
746,Helsinki-NLP/opus-mt-fr-bi,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:26:11
8054,Helsinki-NLP/opus-mt-sl-es,2020-04-29,Wed May 13 12:39:26 2020 +0000,13 days 22:53:46
22787,Helsinki-NLP/opus-mt-sv-chk,2020-04-29,Wed May 13 12:39:31 2020 +0000,13 days 22:44:37
17984,Helsinki-NLP/opus-mt-es-ln,2020-04-29,Wed May 13 12:38:43 2020 +0000,14 days 10:11:45
13018,Helsinki-NLP/opus-mt-en-hu,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:47:36
931,Helsinki-NLP/opus-mt-iso-sv,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:43:07
8714,Helsinki-NLP/opus-mt-ht-en,2020-04-29,Wed May 13 12:39:08 2020 +0000,13 days 23:52:36
12319,Helsinki-NLP/opus-mt-en-tw,2020-04-29,Wed May 13 12:38:38 2020 +0000,14 days 10:27:41
28836,Helsinki-NLP/opus-mt-es-bi,2020-04-29,Wed May 13 12:38:40 2020 +0000,14 days 10:22:54
4529,Helsinki-NLP/opus-mt-en-ilo,2020-04-29,Wed May 13 12:38:32 2020 +0000,14 days 10:46:45
17581,Helsinki-NLP/opus-mt-es-tw,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 10:01:58
29461,Helsinki-NLP/opus-mt-fr-bzs,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:25:58
17583,Helsinki-NLP/opus-mt-niu-sv,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:13:24
13009,Helsinki-NLP/opus-mt-cs-fi,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:23:33
22777,Helsinki-NLP/opus-mt-ro-fr,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 22:59:44
23402,Helsinki-NLP/opus-mt-lus-sv,2020-04-29,Wed May 13 12:39:18 2020 +0000,13 days 23:22:18
17092,Helsinki-NLP/opus-mt-en-swc,2020-04-29,Wed May 13 12:38:37 2020 +0000,14 days 10:30:51
13006,Helsinki-NLP/opus-mt-fi-fse,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:50:38
29737,Helsinki-NLP/opus-mt-de-fi,2020-04-29,Wed May 13 12:38:25 2020 +0000,14 days 11:13:45
4543,Helsinki-NLP/opus-mt-en-pis,2020-04-29,Wed May 13 12:38:36 2020 +0000,14 days 10:35:59
10888,Helsinki-NLP/opus-mt-mh-fi,2020-04-29,Wed May 13 12:39:19 2020 +0000,13 days 23:18:53
24169,Helsinki-NLP/opus-mt-guw-de,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:58:47
10895,Helsinki-NLP/opus-mt-pon-sv,2020-04-29,Wed May 13 12:39:24 2020 +0000,13 days 23:01:06
23456,Helsinki-NLP/opus-mt-es-eu,2020-04-29,Wed May 13 12:38:42 2020 +0000,14 days 10:18:09
16621,Helsinki-NLP/opus-mt-mt-fr,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:15:45
22338,Helsinki-NLP/opus-mt-fi-fi,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:51:21
16518,Helsinki-NLP/opus-mt-sv-ilo,2020-04-29,Wed May 13 12:39:34 2020 +0000,13 days 22:37:20
24146,Helsinki-NLP/opus-mt-fi-af,2020-04-29,Wed May 13 12:38:48 2020 +0000,14 days 09:55:57
12743,Helsinki-NLP/opus-mt-nl-fi,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:11:40
5247,Helsinki-NLP/opus-mt-fi-crs,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:53:40
5246,Helsinki-NLP/opus-mt-fi-bcl,2020-04-29,Wed May 13 12:38:49 2020 +0000,14 days 09:55:43
17086,Helsinki-NLP/opus-mt-fi-ha,2020-04-29,Wed May 13 12:38:50 2020 +0000,14 days 09:49:28
22271,Helsinki-NLP/opus-mt-de-pap,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 11:04:05
22272,Helsinki-NLP/opus-mt-fi-war,2020-04-29,Wed May 13 12:38:56 2020 +0000,14 days 00:29:37
4079,Helsinki-NLP/opus-mt-kg-en,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:38:53
16555,Helsinki-NLP/opus-mt-es-tvl,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 10:02:16
11048,Helsinki-NLP/opus-mt-niu-fr,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:13:35
595,Helsinki-NLP/opus-mt-fr-de,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:25:00
29705,Helsinki-NLP/opus-mt-loz-de,2020-04-29,Wed May 13 12:39:15 2020 +0000,13 days 23:31:09
16568,Helsinki-NLP/opus-mt-en-niu,2020-04-29,Wed May 13 12:38:35 2020 +0000,14 days 10:38:20
24095,Helsinki-NLP/opus-mt-pis-fi,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:04:36
29699,Helsinki-NLP/opus-mt-kg-es,2020-04-29,Wed May 13 12:39:13 2020 +0000,13 days 23:38:39
24067,Helsinki-NLP/opus-mt-gaa-fi,2020-04-29,Wed May 13 12:39:05 2020 +0000,14 days 00:02:17
17914,Helsinki-NLP/opus-mt-id-en,2020-04-29,Wed May 13 12:39:09 2020 +0000,13 days 23:49:44
29170,Helsinki-NLP/opus-mt-es-ca,2020-04-29,Wed May 13 12:38:40 2020 +0000,14 days 10:22:04
16601,Helsinki-NLP/opus-mt-nl-es,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:12:23
16627,Helsinki-NLP/opus-mt-is-sv,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:42:55
22237,Helsinki-NLP/opus-mt-fi-sk,2020-04-29,Wed May 13 12:38:54 2020 +0000,14 days 00:36:09
12510,Helsinki-NLP/opus-mt-nl-sv,2020-04-29,Wed May 13 12:39:21 2020 +0000,13 days 23:11:12
12513,Helsinki-NLP/opus-mt-es-ru,2020-04-29,Wed May 13 12:38:45 2020 +0000,14 days 10:06:15
22241,Helsinki-NLP/opus-mt-de-ca,2020-04-29,Wed May 13 12:38:24 2020 +0000,14 days 11:17:50
4497,Helsinki-NLP/opus-mt-fr-mh,2020-04-29,Wed May 13 12:39:00 2020 +0000,14 days 00:15:36
12967,Helsinki-NLP/opus-mt-iso-fi,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:43:32
5187,Helsinki-NLP/opus-mt-de-niu,2020-04-29,Wed May 13 12:38:27 2020 +0000,14 days 11:06:25
5186,Helsinki-NLP/opus-mt-sv-es,2020-04-29,Wed May 13 12:39:32 2020 +0000,13 days 22:42:17
16636,Helsinki-NLP/opus-mt-pap-fi,2020-04-29,Wed May 13 12:39:22 2020 +0000,13 days 23:05:34
29678,Helsinki-NLP/opus-mt-fi-hr,2020-04-29,Wed May 13 12:38:51 2020 +0000,14 days 09:48:10
22360,Helsinki-NLP/opus-mt-is-fi,2020-04-29,Wed May 13 12:39:11 2020 +0000,13 days 23:44:32
17869,Helsinki-NLP/opus-mt-efi-en,2020-04-29,Wed May 13 12:38:28 2020 +0000,14 days 10:59:57
22366,Helsinki-NLP/opus-mt-mt-en,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:16:28
23992,Helsinki-NLP/opus-mt-guw-es,2020-04-29,Wed May 13 12:39:06 2020 +0000,13 days 23:58:19
22369,Helsinki-NLP/opus-mt-fr-lu,2020-04-29,Wed May 13 12:39:00 2020 +0000,14 days 00:16:50
28416,Helsinki-NLP/opus-mt-de-he,2020-04-29,Wed May 13 12:38:26 2020 +0000,14 days 11:11:42
23438,Helsinki-NLP/opus-mt-csg-es,2020-04-29,Wed May 13 12:38:22 2020 +0000,14 days 11:22:19
29664,Helsinki-NLP/opus-mt-fr-fj,2020-04-29,Wed May 13 12:38:58 2020 +0000,14 days 00:23:13
4491,Helsinki-NLP/opus-mt-ar-de,2020-04-29,Wed May 13 12:38:17 2020 +0000,14 days 11:41:48
5169,Helsinki-NLP/opus-mt-sv-mfe,2020-04-29,Wed May 13 12:39:35 2020 +0000,13 days 22:33:22
16670,Helsinki-NLP/opus-mt-gil-fi,2020-04-29,Wed May 13 12:39:05 2020 +0000,13 days 23:59:51
22753,Helsinki-NLP/opus-mt-en-mk,2020-04-29,Wed May 13 12:38:35 2020 +0000,14 days 10:40:11
22385,Helsinki-NLP/opus-mt-ng-en,2020-04-29,Wed May 13 12:39:20 2020 +0000,13 days 23:15:11
29658,Helsinki-NLP/opus-mt-en-bg,2020-04-29,Wed May 13 12:38:30 2020 +0000,14 days 10:57:03
12947,Helsinki-NLP/opus-mt-es-ve,2020-04-29,Wed May 13 12:38:47 2020 +0000,14 days 10:00:40
4486,Helsinki-NLP/opus-mt-es-id,2020-04-29,Wed May 13 12:38:43 2020 +0000,14 days 10:13:31
17595,Helsinki-NLP/opus-mt-pon-es,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:02:02
12307,Helsinki-NLP/opus-mt-en-umb,2020-04-29,Wed May 13 12:38:39 2020 +0000,14 days 10:26:55
10898,Helsinki-NLP/opus-mt-fr-tw,2020-04-29,Wed May 13 12:39:03 2020 +0000,14 days 00:06:01
717,Helsinki-NLP/opus-mt-pis-fr,2020-04-29,Wed May 13 12:39:23 2020 +0000,13 days 23:04:23
11261,Helsinki-NLP/opus-mt-pag-sv,2020-04-29,Wed May 13 12:39:22 2020 +0000,13 days 23:06:31
4185,Helsinki-NLP/opus-mt-fr-ca,2020-04-29,Wed May 13 12:38:57 2020 +0000,14 days 00:25:45
4186,Helsinki-NLP/opus-mt-es-tll,2020-04-29,Wed May 13 12:38:46 2020 +0000,14 days 10:03:47
